region_code,region_name,year,quarter,buildings_count,apartments_count,total_living_area
44,Костромская область,2020,3,9,413,19793
45,Курганская область,2020,3,3,487,26456
46,Курская область,2020,3,4,445,26317
47,Ленинградская область,2020,3,18,4052,174021
48,Липецкая область,2020,3,10,524,34695
50,Московская область,2020,3,34,11328,538939
51,Мурманская область,2020,3,0,,
52,Нижегородская область,2020,3,13,2291,124679
53,Новгородская область,2020,3,2,247,12037
54,Новосибирская область,2020,3,77,5835,307560
55,Омская область,2020,3,5,1198,58357
56,Оренбургская область,2020,3,19,2283,115645
57,Орловская область,2020,3,2,352,17562
58,Пензенская область,2020,3,12,2980,149557
59,Пермский край,2020,3,22,3162,158847
60,Псковская область,2020,3,6,433,22986
61,Ростовская область,2020,3,26,4744,228228
62,Рязанская область,2020,3,1,93,5614
63,Самарская область,2020,3,1,184,11316
64,Саратовская область,2020,3,8,1290,63985
65,Сахалинская область,2020,3,0,,
66,Свердловская область,2020,3,15,3351,162449
67,Смоленская область,2020,3,10,897,47892
68,Тамбовская область,2020,3,7,977,53003
69,Тверская область,2020,3,13,833,49065
71,Тульская область,2020,3,5,900,47780
72,Тюменская область,2020,3,31,5615,277940
73,Ульяновская область,2020,3,11,1879,90906
74,Челябинская область,2020,3,9,1313,68806
76,Ярославская область,2020,3,8,728,37237
77,Город Москва,2020,3,40,21672,1255630
78,Город Санкт-Петербург,2020,3,27,12992,612833
86,Ханты-Мансийский АО - Югра,2020,3,3,487,24250
89,Ямало-Ненецкий АО,2020,3,1,103,4951
91,Республика Крым,2020,3,1,162,5989
92,Город Севастополь,2020,3,2,219,10639
1,Республика Адыгея,2020,2,0,,
2,Республика Башкортостан,2020,2,7,1583,81436
3,Республика Бурятия,2020,2,5,287,13100
4,Республика Алтай,2020,2,1,58,2393
6,Республика Ингушетия,2020,2,0,,
7,Кабардино-Балкарская Республика,2020,2,0,,
10,Республика Карелия,2020,2,4,431,19371
11,Республика Коми,2020,2,1,72,3608
12,Республика Марий Эл,2020,2,5,358,19088
13,Республика Мордовия,2020,2,2,171,9285
14,Республика Саха (Якутия),2020,2,4,391,16568
15,Республика Северная Осетия,2020,2,1,151,9818
16,Республика Татарстан,2020,2,23,5311,298164
18,Удмуртская Республика,2020,2,4,370,15456
19,Республика Хакасия,2020,2,1,75,5081
21,Чувашская Республика,2020,2,6,689,37950
22,Алтайский край,2020,2,2,493,27646
23,Краснодарский край,2020,2,44,13554,538849
24,Красноярский край,2020,2,5,1347,74992
25,Приморский край,2020,2,4,935,45141
26,Ставропольский край,2020,2,5,589,31488
27,Хабаровский край,2020,2,6,791,40873
28,Амурская область,2020,2,1,93,5129
29,Архангельская область,2020,2,4,632,28103
30,Астраханская область,2020,2,1,198,11761
31,Белгородская область,2020,2,5,588,23013
32,Брянская область,2020,2,4,411,31083
33,Владимирская область,2020,2,3,48,3500
34,Волгоградская область,2020,2,20,472,24018
35,Вологодская область,2020,2,15,1119,59158
36,Воронежская область,2020,2,19,2212,124579
37,Ивановская область,2020,2,4,242,15371
38,Иркутская область,2020,2,22,2699,141950
39,Калининградская область,2020,2,29,2856,162508
40,Калужская область,2020,2,1,200,10904
42,Кемеровская область - Кузбасс,2020,2,2,203,10523
43,Кировская область,2020,2,0,,
44,Костромская область,2020,2,5,462,27520
45,Курганская область,2020,2,1,148,5938
46,Курская область,2020,2,1,150,7451
47,Ленинградская область,2020,2,19,4475,175204
48,Липецкая область,2020,2,3,626,34079
50,Московская область,2020,2,37,7093,356609
52,Нижегородская область,2020,2,13,1785,100615
53,Новгородская область,2020,2,1,64,3045
54,Новосибирская область,2020,2,34,5670,255652
55,Омская область,2020,2,1,135,6617
56,Оренбургская область,2020,2,4,539,21270
57,Орловская область,2020,2,1,234,15085
58,Пензенская область,2020,2,9,2092,106576
59,Пермский край,2020,2,14,2186,103845
60,Псковская область,2020,2,0,,
61,Ростовская область,2020,2,11,1973,101033
62,Рязанская область,2020,2,1,98,5154
63,Самарская область,2020,2,6,1744,93367
64,Саратовская область,2020,2,10,1380,78897
65,Сахалинская область,2020,2,0,,
66,Свердловская область,2020,2,12,2146,134944
67,Смоленская область,2020,2,12,1068,58673
68,Тамбовская область,2020,2,3,277,16938
69,Тверская область,2020,2,12,595,26034
71,Тульская область,2020,2,14,1545,79185
72,Тюменская область,2020,2,20,3800,205162
73,Ульяновская область,2020,2,5,527,27131
74,Челябинская область,2020,2,22,1678,88571
75,Забайкальский край,2020,2,0,,
76,Ярославская область,2020,2,8,599,30951
77,Город Москва,2020,2,16,8803,551110
78,Город Санкт-Петербург,2020,2,13,4395,259338
83,Ненецкий АО,2020,2,0,,
86,Ханты-Мансийский АО - Югра,2020,2,6,1263,65347
89,Ямало-Ненецкий АО,2020,2,1,18,930
91,Республика Крым,2020,2,11,1499,78768
92,Город Севастополь,2020,2,2,357,18284
1,Республика Адыгея,2020,1,4,1016,37804
2,Республика Башкортостан,2020,1,14,2817,145802
3,Республика Бурятия,2020,1,1,88,4232
5,Республика Дагестан,2020,1,1,403,24410
8,Республика Калмыкия,2020,1,1,33,1737
10,Республика Карелия,2020,1,1,86,3746
11,Республика Коми,2020,1,2,503,20664
12,Республика Марий Эл,2020,1,2,258,12983
13,Республика Мордовия,2020,1,0,,
14,Республика Саха (Якутия),2020,1,2,175,7826
15,Республика Северная Осетия,2020,1,3,204,12989
16,Республика Татарстан,2020,1,11,2453,120576
18,Удмуртская Республика,2020,1,3,723,34073
19,Республика Хакасия,2020,1,2,181,10531
20,Чеченская Республика,2020,1,0,,
21,Чувашская Республика,2020,1,9,927,51581
22,Алтайский край,2020,1,3,1015,57451
23,Краснодарский край,2020,1,46,5380,260690
24,Красноярский край,2020,1,8,2198,98604
25,Приморский край,2020,1,6,1139,59166
26,Ставропольский край,2020,1,4,299,16300
27,Хабаровский край,2020,1,23,2016,104837
28,Амурская область,2020,1,3,616,32805
29,Архангельская область,2020,1,2,274,13070
30,Астраханская область,2020,1,2,121,7711
31,Белгородская область,2020,1,6,392,19302
32,Брянская область,2020,1,2,129,6500
33,Владимирская область,2020,1,6,1066,54752
34,Волгоградская область,2020,1,2,105,5473
35,Вологодская область,2020,1,7,1745,81812
36,Воронежская область,2020,1,7,1839,79120
37,Ивановская область,2020,1,1,116,6138
38,Иркутская область,2020,1,9,999,57873
39,Калининградская область,2020,1,6,717,31829
40,Калужская область,2020,1,2,120,7378
42,Кемеровская область - Кузбасс,2020,1,4,622,31179
43,Кировская область,2020,1,9,778,34384
44,Костромская область,2020,1,2,91,5401
45,Курганская область,2020,1,2,291,16651
46,Курская область,2020,1,1,2,10
47,Ленинградская область,2020,1,4,693,34232
48,Липецкая область,2020,1,6,1338,72745
50,Московская область,2020,1,54,5878,294351
52,Нижегородская область,2020,1,13,2646,151896
53,Новгородская область,2020,1,1,168,11064
54,Новосибирская область,2020,1,19,3025,142351
55,Омская область,2020,1,1,219,11705
56,Оренбургская область,2020,1,1,35,2038
57,Орловская область,2020,1,5,1140,64218
58,Пензенская область,2020,1,2,543,27605
59,Пермский край,2020,1,9,1332,66648
60,Псковская область,2020,1,0,,
61,Ростовская область,2020,1,19,2396,118310
62,Рязанская область,2020,1,6,2137,99749
63,Самарская область,2020,1,11,2733,135982
64,Саратовская область,2020,1,7,1149,54209
65,Сахалинская область,2020,1,0,,
66,Свердловская область,2020,1,17,6033,254704
67,Смоленская область,2020,1,7,750,38163
68,Тамбовская область,2020,1,5,591,32713
69,Тверская область,2020,1,13,1389,69430
70,Томская область,2020,1,1,308,15835
71,Тульская область,2020,1,0,,
72,Тюменская область,2020,1,18,4539,236305
73,Ульяновская область,2020,1,5,283,16204
74,Челябинская область,2020,1,4,1126,67350
76,Ярославская область,2020,1,3,94,5051
77,Город Москва,2020,1,27,11747,586406
78,Город Санкт-Петербург,2020,1,8,6109,252682
83,Ненецкий АО,2020,1,0,,
86,Ханты-Мансийский АО - Югра,2020,1,8,1012,56930
89,Ямало-Ненецкий АО,2020,1,1,27,933
91,Республика Крым,2020,1,6,807,35435
92,Город Севастополь,2020,1,0,,
