month_dt,region_desc,obj_cnt,total_area,living_area,elem_1k_cnt,elem_2k_cnt,elem_3k_cnt,elem_4k_cnt,elem_parking_cnt
2024-04-01,Иркутская область,589,3368400,2380000,26427,14642,5376,442,1565
2024-04-01,Ямало-Ненецкий Автономный округ,149,837300,555100,5106,4042,1723,149,1215
2024-04-01,Ярославская область,334,2932100,1983000,17311,14669,4717,326,1122
2024-04-01,Алтай Республика,16,99400,62800,803,429,173,10,30
2024-04-01,Коми Республика,48,530900,360300,3048,2844,1644,146,28
2024-04-01,Орловская область,115,1590300,1126900,11660,5893,3327,0,0
2024-04-01,Липецкая область,276,1951800,1305600,10906,8110,3250,363,1909
2024-04-01,Омская область,99,1395700,879900,9835,5106,1813,103,894
2024-04-01,Костромская область,216,759500,539900,4223,4202,1348,10,35
2024-04-01,Чеченская Республика,42,1060700,683600,2121,3007,2403,1479,103
2024-04-01,Удмуртская Республика,360,4920600,3294900,33213,22579,9377,1133,2860
2024-04-01,Псковская область,115,946700,659500,6548,4061,2057,43,70
2024-04-01,Пермский край,450,7317100,4727200,37012,34802,20752,2343,5990
2024-04-01,Калмыкия Республика,30,166000,119800,787,876,306,2,18
2024-04-01,Рязанская область,208,4266500,2753000,31532,17993,5437,31,3449
2024-04-01,Ростовская область,773,12255200,7668300,89717,49379,19811,684,14229
2024-04-01,Крым Республика,394,3571500,2160500,27676,12562,3329,177,3664
2024-04-01,Бурятия Республика,158,1525900,953600,9246,5995,2710,166,800
2024-04-01,Северная Осетия - Алания Республика,129,1285500,855700,5890,4648,2526,196,1849
2024-04-01,Курская область,107,1030300,766600,7973,4692,1681,57,455
2024-04-01,Адыгея Республика,177,1416100,940500,15285,6014,1214,32,803
2024-04-01,Приморский край,541,7556100,4533700,60730,22404,7834,644,18523
2024-04-01,Марий Эл Республика,181,1466500,979200,7422,7205,2625,40,361
2024-04-01,Воронежская область,476,8074300,5353700,61368,31516,13573,444,6300
2024-04-01,Волгоградская область,452,3530500,2391800,23649,17700,6114,428,1390
2024-04-01,Смоленская область,258,1738200,1279700,11298,9003,2677,104,939
2024-04-01,Томская область,138,1013000,599100,4566,4549,1943,254,1378
2024-04-01,Новосибирская область,1766,14831800,8911800,86892,58576,29171,3553,27253
2024-04-01,Еврейская Автономная область,2,4500,3400,42,27,8,0,0
2024-04-01,Алтайский край,267,3880900,2546000,19160,20201,9746,1509,2232
2024-04-01,Дагестан Республика,61,1033000,658200,4465,4710,1104,40,700
2024-04-01,Нижегородская область,416,5040800,3245200,31528,22022,8178,1037,6755
2024-04-01,Ненецкий Автономный округ,3,34500,23700,113,231,150,0,0
2024-04-01,Ставропольский край,487,5724400,3698800,41527,23751,6294,230,5379
2024-04-01,Калининградская область,655,6187800,3945500,41364,27140,6540,152,6466
2024-04-01,Свердловская область,831,16103400,10264700,116244,66017,25200,1824,20953
2024-04-01,Архангельская область,224,2007500,1308800,15383,8826,3633,230,1535
2024-04-01,Вологодская область,368,2617400,1788600,16471,12081,5726,158,250
2024-04-01,Сахалинская область,164,1275000,766600,7658,5975,1429,43,651
2024-04-01,Саратовская область,274,3295900,2143500,19054,14963,6426,87,899
2024-04-01,Севастополь город,86,724300,484400,6098,2937,819,51,527
2024-04-01,Кабардино-Балкарская Республика,138,824300,506600,3165,2310,1462,219,1516
2024-04-01,Магаданская область,7,94300,50900,548,492,90,1,0
2024-04-01,Хакасия Республика,134,1108700,671800,6652,3868,1909,148,671
2024-04-01,Саха (Якутия) Республика ,163,1662900,1159700,14697,7540,1595,112,773
2024-04-01,Тверская область,300,2144500,1356600,13911,9128,2868,343,555
2024-04-01,Кемеровская область - Кузбасс,219,2125600,1428500,15499,8818,3591,329,1305
2024-04-01,Ханты-Мансийский АО - Югра,202,2417000,1564900,14413,11642,3230,150,3168
2024-04-01,Амурская область,112,1114600,712600,8228,5100,1467,53,224
2024-04-01,Хабаровский край,273,3058400,1883200,17003,12507,6002,512,3994
2024-04-01,Белгородская область,210,1337100,856300,9784,5346,1833,50,180
2024-04-01,Ингушетия Республика,8,193400,108300,251,517,404,48,382
2024-04-01,Пензенская область,238,4205200,2645000,22428,17578,9466,542,4752
2024-04-01,Санкт-Петербург город,1381,42019800,24552500,374542,127278,49440,4981,73232
2024-04-01,Челябинская область,531,6453800,4431000,34223,33717,16689,2409,1568
2024-04-01,Красноярский край,402,7815600,4765700,32850,35736,16747,2631,10830
2024-04-01,Новгородская область,76,696800,428000,3624,2858,1444,12,56
2024-04-01,Татарстан Республика,988,12167800,7614300,72857,54327,20836,1767,22552
2024-04-01,Владимирская область,307,2642600,1791900,16666,11468,4752,142,1896
2024-04-01,Тюменская область,854,12467500,7917600,71346,55409,23315,2656,18715
2024-04-01,Тульская область,364,3960300,2682900,28479,18676,5471,62,1109
2024-04-01,Астраханская область,118,1653100,1151700,12913,8042,2276,81,1095
2024-04-01,Мордовия Республика,83,763600,514900,5043,3694,922,15,0
2024-04-01,Мурманская область,3,11400,7000,66,69,3,0,0
2024-04-01,Тамбовская область,164,1494100,1057300,10721,6306,2691,121,70
2024-04-01,Ульяновская область,275,2341600,1583600,15020,11819,4486,454,410
2024-04-01,Чувашская Республика,313,3510700,2368000,20665,17320,4967,206,3859
2024-04-01,Тыва Республика,71,338400,219200,2808,1411,866,0,0
2024-04-01,Донецкая Народная Республика,4,35500,20200,217,123,36,1,0
2024-04-01,Оренбургская область,238,2730700,1783700,19999,11852,4432,138,423
2024-04-01,Москва город,1683,67729900,40364700,320768,268134,128662,27026,208595
2024-04-01,Калужская область,214,2472100,1632100,15029,11671,3631,169,1332
2024-04-01,Краснодарский край,2298,29979300,19941100,270339,126804,32467,1702,18271
2024-04-01,Камчатский край,14,199100,125300,850,886,236,1,36
2024-04-01,Московская область,2313,44836100,28521800,310123,218367,75788,7131,41000
2024-04-01,Башкортостан Республика,823,10327800,6881600,73929,48885,18835,2465,10947
2024-04-01,Забайкальский край,69,639400,431200,4239,3599,1176,62,38
2024-04-01,Ивановская область,156,1560000,858400,7622,5085,2337,30,647
2024-04-01,Карачаево-Черкесская Республика,17,234700,155500,1493,811,293,27,224
2024-04-01,Карелия Республика,106,1015500,655100,2519,6646,3356,586,687
2024-04-01,Брянская область,190,2071000,1413700,11719,9849,3126,139,224
2024-05-01,Брянская область,192,2090000,1426900,11779,9969,3156,139,224
2024-05-01,Иркутская область,598,3457000,2441600,26979,15093,5599,494,1565
2024-05-01,Камчатский край,14,199100,125300,850,886,236,1,36
2024-05-01,Тамбовская область,168,1522400,1078100,10910,6452,2736,121,70
2024-05-01,Псковская область,115,946800,659800,6548,4061,2057,43,70
2024-05-01,Ульяновская область,281,2424600,1637600,15770,12170,4590,454,429
2024-05-01,Оренбургская область,257,2772800,1816500,20290,12008,4510,170,423
2024-05-01,Луганская Народная Республика,1,5000,4600,26,34,24,0,0
2024-05-01,Вологодская область,372,2664000,1817700,16667,12253,5861,158,252
2024-05-01,Калининградская область,663,6239600,3975900,41924,27292,6572,160,6402
2024-05-01,Пермский край,457,7443700,4806200,38097,35330,21059,2401,6111
2024-05-01,Волгоградская область,466,3629300,2453200,24414,18200,6221,428,1415
2024-05-01,Белгородская область,213,1345400,862300,9858,5395,1843,50,180
2024-05-01,Татарстан Республика,993,12319700,7699000,74008,54917,21030,1770,22814
2024-05-01,Санкт-Петербург город,1384,42138400,24621800,375632,127632,49512,4992,73526
2024-05-01,Ямало-Ненецкий Автономный округ,153,864900,571100,5214,4176,1812,149,1266
2024-05-01,Костромская область,197,757400,536500,4298,4076,1340,10,35
2024-05-01,Тульская область,365,3987200,2700900,28663,18777,5518,62,1109
2024-05-01,Нижегородская область,421,5132100,3305300,32187,22409,8279,1051,6799
2024-05-01,Ненецкий Автономный округ,3,34500,23700,113,231,150,0,0
2024-05-01,Приморский край,551,7756000,4658200,62533,23079,8037,797,19368
2024-05-01,Челябинская область,546,6636700,4568500,35208,34909,17296,2504,1568
2024-05-01,Еврейская Автономная область,2,4500,3400,42,27,8,0,0
2024-05-01,Архангельская область,227,2038300,1331200,15717,8961,3649,230,1535
2024-05-01,Калмыкия Республика,31,172100,125200,819,908,322,2,18
2024-05-01,Бурятия Республика,162,1541000,963400,9326,6105,2710,166,800
2024-05-01,Курская область,108,1086800,805000,8536,4864,1767,57,455
2024-05-01,Хабаровский край,281,3182400,1957400,17683,13080,6171,513,3988
2024-05-01,Чукотский Автономный округ,1,2400,2100,10,30,0,0,0
2024-05-01,Саратовская область,269,3292600,2140700,19001,14943,6426,87,899
2024-05-01,Калужская область,215,2472400,1632600,15029,11659,3639,169,1332
2024-05-01,Ивановская область,158,1578600,869800,7694,5161,2355,30,680
2024-05-01,Орловская область,117,1610600,1139600,11852,5958,3353,0,0
2024-05-01,Владимирская область,309,2666900,1807200,16782,11542,4813,145,1926
2024-05-01,Карелия Республика,109,1066000,683500,2633,6855,3535,612,786
2024-05-01,Кемеровская область - Кузбасс,221,2132700,1434600,15617,8860,3594,327,1269
2024-05-01,Дагестан Республика,68,1073600,686300,4658,4922,1139,40,783
2024-05-01,Омская область,100,1416100,894400,9979,5189,1852,103,1018
2024-05-01,Московская область,2328,45449500,28885100,314028,220966,76961,7228,43313
2024-05-01,Липецкая область,279,2013100,1345000,11370,8343,3301,363,1922
2024-05-01,Пензенская область,246,4363500,2749700,23209,18294,9874,555,4752
2024-05-01,Хакасия Республика,141,1148300,697200,7002,3999,1966,148,690
2024-05-01,Ингушетия Республика,8,193400,108300,251,517,404,48,382
2024-05-01,Чувашская Республика,323,3608500,2436700,21102,17780,5176,218,3859
2024-05-01,Ставропольский край,497,5888500,3803300,42699,24342,6488,230,5411
2024-05-01,Саха (Якутия) Республика ,165,1698100,1179800,15059,7623,1603,112,773
2024-05-01,Адыгея Республика,181,1477500,976000,15773,6209,1263,34,902
2024-05-01,Краснодарский край,2319,30427500,20223700,273526,128839,33030,1712,18617
2024-05-01,Смоленская область,260,1753500,1289800,11394,9090,2687,104,939
2024-05-01,Мордовия Республика,86,768200,518000,5043,3719,937,15,0
2024-05-01,Сахалинская область,168,1301200,783700,7797,6122,1505,44,651
2024-05-01,Магаданская область,7,94300,50900,548,492,90,1,0
2024-05-01,Забайкальский край,73,690700,467800,4866,3776,1208,62,38
2024-05-01,Кировская область,212,1914600,1325100,12480,9965,4440,437,833
2024-05-01,Карачаево-Черкесская Республика,17,234700,155500,1493,811,293,27,224
2024-05-01,Рязанская область,207,4249000,2746100,31442,17922,5428,31,3501
2024-05-01,Москва город,1692,68214600,40649000,323060,270192,129687,27182,210466
2024-05-01,Крым Республика,405,3702200,2231700,28579,13013,3415,182,4081
2024-05-01,Астраханская область,131,1769700,1231900,14271,8541,2436,82,1095
2024-05-01,Тыва Республика,73,346200,224100,2896,1429,866,0,0
2024-05-01,Севастополь город,87,731200,488800,6162,2949,830,55,527
2024-05-01,Чеченская Республика,42,1060700,683600,2119,3010,2402,1479,103
2024-05-01,Коми Республика,48,530900,360300,3048,2844,1644,146,28
2024-05-01,Воронежская область,487,8191100,5424900,62097,31915,13816,449,6286
2024-05-01,Алтай Республика,16,99400,62800,803,429,173,10,30
2024-05-01,Тверская область,303,2193000,1382700,14153,9319,2935,349,577
2024-05-01,Донецкая Народная Республика,4,35500,20200,217,123,36,1,0
2024-05-01,Ярославская область,343,3014700,2036500,17952,15037,4784,326,1122
2024-05-01,Удмуртская Республика,350,4978100,3330300,33419,22832,9549,1176,2866
2024-05-01,Курганская область,114,1037600,740900,7852,5116,1669,52,92
2024-05-01,Красноярский край,409,7985300,4879300,34294,36656,17001,2624,10971
2024-05-01,Северная Осетия - Алания Республика,129,1284300,855600,6074,4648,2434,196,1849
2024-05-01,Ростовская область,787,12881500,8054000,95517,51826,20550,777,15507
2024-05-01,Башкортостан Республика,831,10475600,6967200,75386,49113,19134,2484,11104
2024-05-01,Ханты-Мансийский АО - Югра,206,2436300,1576400,14597,11729,3244,150,3226
2024-05-01,Ленинградская область,888,14192900,9057900,163213,49074,12499,817,8251
2024-05-01,Томская область,139,1008000,595200,4488,4508,1961,260,1380
2024-05-01,Самарская область,556,7419300,4761100,49939,30480,12036,634,10360
2024-05-01,Марий Эл Республика,185,1489800,995400,7575,7320,2664,40,361
2024-05-01,Новгородская область,76,696800,428000,3623,2857,1445,12,56
2024-05-01,Тюменская область,859,12638800,8005300,71793,56026,23600,2659,19749
2024-05-01,Свердловская область,849,16459300,10488400,118856,67306,25743,1873,21609
2024-05-01,Кабардино-Балкарская Республика,139,840200,515800,3236,2354,1484,225,1596
2024-05-01,Алтайский край,269,3891200,2553400,19306,20214,9759,1511,2266
2024-05-01,Мурманская область,3,11400,7000,66,69,3,0,0
2024-05-01,Амурская область,117,1173600,748500,8711,5377,1511,53,224
2024-05-01,Новосибирская область,1807,15179600,9145000,88973,60398,29906,3601,27601
2024-06-01,Орловская область,118,1631300,1153800,12060,6021,3370,0,0
2024-06-01,Белгородская область,215,1380600,885400,10154,5557,1856,51,180
2024-06-01,Челябинская область,550,6663300,4592400,35266,35118,17464,2512,1568
2024-06-01,Алтай Республика,17,105800,66100,849,455,176,10,30
2024-06-01,Москва город,1705,69108800,41191100,327472,274490,131663,27590,213600
2024-06-01,Ульяновская область,283,2456200,1659100,15981,12347,4647,454,429
2024-06-01,Ямало-Ненецкий Автономный округ,154,868300,574100,5225,4205,1818,149,1266
2024-06-01,Псковская область,117,963000,671500,6658,4152,2085,43,70
2024-06-01,Тюменская область,888,12862200,8155200,73211,57314,23907,2678,20051
2024-06-01,Тыва Республика,78,362500,233800,3056,1469,906,0,0
2024-06-01,Воронежская область,507,8382400,5540200,63293,32504,14154,512,6661
2024-06-01,Карелия Республика,112,1097400,703300,2706,7046,3641,648,836
2024-06-01,Саратовская область,270,3293400,2141300,19010,14943,6426,87,899
2024-06-01,Алтайский край,271,4112400,2582700,19524,20499,9867,1511,2315
2024-06-01,Московская область,2355,45934600,29208800,318012,222819,77772,7316,43599
2024-06-01,Ивановская область,160,1602000,885500,8000,5182,2370,30,680
2024-06-01,Чеченская Республика,42,1060700,683600,2119,3011,2401,1479,103
2024-06-01,Ханты-Мансийский АО - Югра,208,2469300,1599000,14764,11896,3289,150,3226
2024-06-01,Адыгея Республика,184,1498800,989700,15905,6304,1289,34,902
2024-06-01,Краснодарский край,2329,30602900,20334200,274933,129455,33240,1712,18617
2024-06-01,Еврейская Автономная область,2,4500,3400,42,27,8,0,0
2024-06-01,Тульская область,369,4027700,2724500,28870,18945,5572,62,1181
2024-06-01,Санкт-Петербург город,1389,42262200,24677400,376133,128036,49607,5000,74155
2024-06-01,Самарская область,558,7433300,4768600,49900,30541,12090,635,10375
2024-06-01,Вологодская область,376,2824400,1857100,17079,12423,5958,174,252
2024-06-01,Смоленская область,261,1757100,1292700,11454,9105,2687,104,939
2024-06-01,Липецкая область,283,2085200,1391500,11894,8650,3389,363,1922
2024-06-01,Камчатский край,15,222100,139100,958,978,284,1,36
2024-06-01,Омская область,100,1416100,894500,9979,5189,1852,103,1018
2024-06-01,Ростовская область,791,12970200,8110200,96231,52165,20703,789,15814
2024-06-01,Саха (Якутия) Республика ,171,1758300,1223500,15664,7882,1628,112,824
2024-06-01,Удмуртская Республика,351,4986800,3337100,33555,22864,9549,1176,2867
2024-06-01,Астраханская область,133,1811900,1260000,14573,8744,2512,82,1095
2024-06-01,Новгородская область,78,724800,446600,3795,2994,1492,12,56
2024-06-01,Ярославская область,350,3096200,2086400,18361,15478,4863,327,1122
2024-06-01,Курская область,109,1088200,806100,8545,4870,1770,57,455
2024-06-01,Ненецкий Автономный округ,3,34500,23700,113,231,150,0,0
2024-06-01,Забайкальский край,78,765200,514000,5532,4068,1273,64,93
2024-06-01,Хакасия Республика,144,1201700,731800,7421,4131,2054,148,690
2024-06-01,Кемеровская область - Кузбасс,222,2146500,1442500,15663,8924,3632,329,1269
2024-06-01,Тверская область,311,2227200,1406900,14397,9498,2967,355,609
2024-06-01,Тамбовская область,164,1520900,1076300,10930,6442,2722,121,70
2024-06-01,Луганская Народная Республика,2,14500,12300,71,79,50,1,86
2024-06-01,Донецкая Народная Республика,7,64400,38900,329,263,106,1,0
2024-06-01,Хабаровский край,286,3257000,2004200,18045,13436,6384,546,4048
2024-06-01,Сахалинская область,168,1199500,783700,7797,6122,1505,44,651
2024-06-01,Коми Республика,49,553400,376600,3196,2946,1672,148,28
2024-06-01,Ленинградская область,893,14196400,9062000,162523,49452,12672,824,8006
2024-06-01,Иркутская область,605,3543300,2508100,27827,15388,5700,532,1744
2024-06-01,Ингушетия Республика,8,193400,108300,251,517,404,48,382
2024-06-01,Красноярский край,414,8024300,4908000,34589,36826,17100,2624,10971
2024-06-01,Новосибирская область,1830,15391400,9267000,89705,61155,30452,3813,27813
2024-06-01,Чувашская Республика,325,3636700,2454300,21251,17898,5207,218,3859
2024-06-01,Кировская область,216,1949900,1349100,12618,10130,4592,453,833
2024-06-01,Мурманская область,3,11400,7000,66,69,3,0,0
2024-06-01,Бурятия Республика,171,1615500,1011500,9741,6451,2776,166,845
2024-06-01,Чукотский Автономный округ,1,2400,2100,10,30,0,0,0
2024-06-01,Амурская область,119,1194100,761100,8930,5426,1528,53,287
2024-06-01,Ставропольский край,505,5970700,3847300,43243,24626,6555,230,5624
2024-06-01,Крым Республика,413,3756700,2269100,29170,13193,3431,182,4081
2024-06-01,Оренбургская область,258,2790000,1826700,20368,12085,4548,170,423
2024-06-01,Томская область,126,1012200,596500,4476,4507,1975,264,1380
2024-06-01,Северная Осетия - Алания Республика,130,1294200,861800,6148,4682,2446,189,1849
2024-06-01,Мордовия Республика,86,768200,518000,5043,3719,937,15,0
2024-06-01,Калужская область,215,2472400,1632600,15029,11659,3639,169,1332
2024-06-01,Калмыкия Республика,31,172100,125200,819,908,322,2,18
2024-06-01,Пензенская область,249,4395700,2771400,23447,18451,9923,555,4759
2024-06-01,Приморский край,559,7843900,4713400,62942,23625,8116,797,19508
2024-06-01,Брянская область,194,2108900,1438800,11942,10074,3147,139,224
2024-06-01,Архангельская область,232,2085400,1361600,16240,9128,3687,232,1564
2024-06-01,Нижегородская область,429,5221700,3363000,32586,22866,8451,1051,6927
2024-06-01,Свердловская область,880,16956800,10815500,124145,69157,26187,1924,21974
2024-06-01,Карачаево-Черкесская Республика,19,269900,177000,1642,899,359,27,53
2024-06-01,Волгоградская область,477,3704400,2501100,25017,18513,6316,428,1413
2024-06-01,Дагестан Республика,71,1152000,738800,5017,5412,1286,62,856
2024-06-01,Кабардино-Балкарская Республика,141,881900,543200,3456,2464,1556,225,1596
2024-06-01,Пермский край,459,7471000,4823900,38205,35433,21180,2401,6111
2024-06-01,Башкортостан Республика,844,10745600,7134200,78385,50096,19478,2507,11219
2024-06-01,Владимирская область,315,2727900,1849600,17115,11822,4981,145,1926
2024-06-01,Костромская область,199,760900,539400,4322,4100,1344,10,35
2024-06-01,Марий Эл Республика,187,1506500,1006500,7673,7423,2679,40,361
2024-06-01,Курганская область,120,1070000,764000,8020,5287,1756,52,92
2024-06-01,Татарстан Республика,1003,12418000,7763500,74611,55401,21168,1787,22808
2024-06-01,Севастополь город,87,731200,488800,6162,2949,830,55,527
2024-06-01,Магаданская область,7,94300,50900,548,492,90,1,0
2024-06-01,Рязанская область,210,4324900,2792300,31992,18247,5490,31,3663
2024-06-01,Калининградская область,673,6329200,4037200,42475,27666,6719,161,6402
2024-07-01,Иркутская область,608,3563700,2513300,27946,15446,5692,525,1744
2024-07-01,Волгоградская область,485,3789200,2560700,25577,18891,6478,438,1413
2024-07-01,Татарстан Республика,1017,12678800,7912000,75617,56450,21889,1959,24223
2024-07-01,Ульяновская область,286,2493600,1684500,16274,12497,4731,454,429
2024-07-01,Калининградская область,689,6451900,4123100,43542,28235,6784,161,6515
2024-07-01,Карачаево-Черкесская Республика,19,269900,177000,1642,899,359,27,53
2024-07-01,Башкортостан Республика,853,10923900,7247200,79516,50844,19861,2550,11564
2024-07-01,Марий Эл Республика,189,1528300,1019600,7795,7503,2718,40,361
2024-07-01,Тюменская область,910,13205600,8348800,74920,58853,24380,2748,21379
2024-07-01,Псковская область,124,1030600,722900,7030,4434,2335,43,70
2024-07-01,Ханты-Мансийский АО - Югра,213,2557500,1656000,15648,12317,3382,150,3226
2024-07-01,Дагестан Республика,71,1151500,738800,5017,5412,1286,62,856
2024-07-01,Крым Республика,423,3894600,2349700,30485,13515,3468,182,4132
2024-07-01,Пензенская область,250,4407400,2778300,23510,18510,9936,557,4739
2024-07-01,Нижегородская область,436,5323600,3422600,32985,23248,8668,1078,7165
2024-07-01,Москва город,1719,69924500,41759500,331250,278232,133956,28351,217984
2024-07-01,Брянская область,198,2183900,1485700,12405,10455,3199,139,224
2024-07-01,Пермский край,469,7582400,4894400,38654,35887,21578,2501,6135
2024-07-01,Ростовская область,799,13053900,8153400,96672,52543,20784,789,15983
2024-07-01,Камчатский край,16,239800,149900,1102,1011,320,1,36
2024-07-01,Адыгея Республика,186,1505400,994200,15929,6336,1297,37,902
2024-07-01,Ивановская область,162,1622100,900900,8088,5307,2390,30,680
2024-07-01,Ставропольский край,524,6190400,3992500,44748,25667,6781,239,5999
2024-07-01,Курганская область,124,1119700,795800,8345,5503,1819,52,100
2024-07-01,Севастополь город,87,731200,488800,6162,2949,830,55,527
2024-07-01,Забайкальский край,78,765200,514000,5532,4068,1273,64,93
2024-07-01,Рязанская область,212,4368600,2825300,32624,18445,5498,31,3526
2024-07-01,Ямало-Ненецкий Автономный округ,171,963400,631100,5768,4550,2015,150,1413
2024-07-01,Алтайский край,273,4127900,2593200,19715,20540,9894,1511,2315
2024-07-01,Владимирская область,324,2735600,1852100,17142,11865,5021,145,1850
2024-07-01,Тульская область,370,4072400,2751400,29306,19157,5578,62,1523
2024-07-01,Приморский край,557,7902500,4724200,63166,23657,8129,797,20023
2024-07-01,Ярославская область,360,3175200,2131300,18848,15808,4932,327,1122
2024-07-01,Московская область,2384,46456400,29520200,322092,224967,78605,7365,43917
2024-07-01,Томская область,126,1012200,596500,4476,4507,1975,264,1380
2024-07-01,Калмыкия Республика,33,184100,135100,889,999,341,2,18
2024-07-01,Новгородская область,79,731700,450900,3854,3024,1502,12,56
2024-07-01,Самарская область,566,7533600,4863400,50677,31037,12288,647,10839
2024-07-01,Липецкая область,287,2102600,1403600,11968,8724,3407,363,1922
2024-07-01,Орловская область,119,1641700,1161300,12078,6071,3403,0,0
2024-07-01,Мордовия Республика,87,779700,524900,5103,3764,952,15,0
2024-07-01,Бурятия Республика,181,1694300,1055100,10119,6941,2806,166,875
2024-07-01,Омская область,101,1431000,903300,10057,5241,1878,103,1018
2024-07-01,Новосибирская область,1850,15541200,9357500,90329,61708,30810,3838,28249
2024-07-01,Белгородская область,216,1398400,895200,10268,5632,1868,51,180
2024-07-01,Санкт-Петербург город,1407,42499700,24793700,378236,128677,49725,5018,74087
2024-07-01,Ленинградская область,922,15115300,9707100,175611,52594,13321,887,8562
2024-07-01,Сахалинская область,172,1233200,804500,8081,6288,1534,44,651
2024-07-01,Ненецкий Автономный округ,3,34500,23700,113,231,150,0,0
2024-07-01,Тамбовская область,164,1523000,1076300,10930,6444,2720,121,70
2024-07-01,Костромская область,205,813100,572800,4766,4291,1402,10,35
2024-07-01,Чеченская Республика,43,1103200,710700,2308,3255,2452,1479,103
2024-07-01,Магаданская область,7,94300,50900,548,492,90,1,0
2024-07-01,Чувашская Республика,328,3707600,2478500,21416,18077,5295,218,4000
2024-07-01,Вологодская область,420,2972000,2039600,19400,13616,6369,204,292
2024-07-01,Ингушетия Республика,9,196300,110400,251,538,411,48,382
2024-07-01,Хабаровский край,298,3417800,2102500,18405,14352,7039,567,4199
2024-07-01,Оренбургская область,281,2980100,1950700,21450,12992,4969,185,427
2024-07-01,Архангельская область,236,2119500,1387300,16550,9282,3758,232,1564
2024-07-01,Мурманская область,3,11400,7000,66,69,3,0,0
2024-07-01,Краснодарский край,2336,30634300,20328900,274450,129388,33255,1714,18994
2024-07-01,Красноярский край,430,8247700,5050400,36262,38000,17401,2643,10915
2024-07-01,Калужская область,218,2553900,1687500,15273,12126,3956,257,1332
2024-07-01,Хакасия Республика,148,1265600,771700,7752,4402,2209,187,690
2024-07-01,Тверская область,318,2251800,1423100,14600,9556,3001,380,629
2024-07-01,Астраханская область,140,1913700,1320100,15411,9218,2624,82,1258
2024-07-01,Кемеровская область - Кузбасс,298,2618100,1774100,20458,10327,3890,341,1390
2024-07-01,Еврейская Автономная область,2,4500,3400,42,27,8,0,0
2024-07-01,Карелия Республика,112,1097400,703300,2705,7050,3642,647,836
2024-07-01,Донецкая Народная Республика,8,88100,54600,387,381,176,1,0
2024-07-01,Кабардино-Балкарская Республика,143,927100,576000,3658,2732,1595,225,1596
2024-07-01,Удмуртская Республика,359,5055900,3384200,34025,23167,9691,1179,2927
2024-07-01,Смоленская область,264,1803400,1323300,11650,9219,2845,133,939
2024-07-01,Тыва Республика,195,406700,253200,3056,1469,906,234,0
2024-07-01,Коми Республика,49,553400,376600,3196,2946,1672,148,28
2024-07-01,Луганская Народная Республика,3,33600,24800,159,171,90,1,86
2024-07-01,Северная Осетия - Алания Республика,131,1299900,866800,6178,4702,2466,189,1849
2024-07-01,Амурская область,121,1214400,771500,9050,5510,1556,53,287
2024-07-01,Кировская область,222,1996500,1375900,12672,10371,4795,455,961
2024-07-01,Саха (Якутия) Республика ,173,1795600,1247600,15945,8048,1650,112,824
2024-07-01,Алтай Республика,18,112700,69800,885,474,179,17,30
2024-07-01,Свердловская область,894,17312800,11018400,126042,70548,26553,1979,23072
2024-07-01,Чукотский Автономный округ,1,2400,2100,10,30,0,0,0
2024-07-01,Воронежская область,518,8589500,5691900,65418,33293,14471,514,7095
2024-07-01,Курская область,111,1125800,816000,8680,4923,1784,57,490
2024-07-01,Челябинская область,559,6762400,4668700,35529,35786,17958,2585,1568
2024-07-01,Саратовская область,283,3399500,2204800,19546,15478,6594,87,1059
2024-08-01,Адыгея Республика,190,1533600,1011000,16105,6557,1326,37,902
2024-08-01,Чукотский Автономный округ,1,2400,2100,10,30,0,0,0
2024-08-01,Иркутская область,614,3627800,2551000,28387,15632,5749,549,1927
2024-08-01,Ивановская область,163,1627800,905500,8106,5334,2414,31,680
2024-08-01,Орловская область,119,1641700,1161300,12078,6071,3403,0,0
2024-08-01,Вологодская область,421,2973500,2040900,19405,13640,6372,204,292
2024-08-01,Чеченская Республика,44,1136800,722100,2438,3333,2478,1479,305
2024-08-01,Ростовская область,863,13444700,8397800,100160,54343,21107,789,16184
2024-08-01,Оренбургская область,284,3005300,1959600,21491,13071,5013,185,502
2024-08-01,Еврейская Автономная область,2,4500,3400,42,27,8,0,0
2024-08-01,Архангельская область,240,2156900,1415500,16854,9434,3826,229,1510
2024-08-01,Алтайский край,281,4215600,2647800,20380,20704,10173,1566,2487
2024-08-01,Рязанская область,213,4435100,2869700,33299,18796,5520,32,3526
2024-08-01,Ингушетия Республика,9,196300,110400,251,538,411,48,382
2024-08-01,Ставропольский край,534,6363200,4100800,45939,26272,7011,265,6373
2024-08-01,Воронежская область,544,8770100,5774400,66493,33715,14635,543,7137
2024-08-01,Нижегородская область,438,5348200,3438100,33211,23273,8711,1091,7114
2024-08-01,Ярославская область,370,3434900,2198400,19298,16279,5240,327,1122
2024-08-01,Красноярский край,438,8329600,5114000,36879,38482,17487,2656,10936
2024-08-01,Пензенская область,251,4415300,2782400,23518,18546,9930,564,4731
2024-08-01,Мордовия Республика,88,784000,526500,5106,3789,950,15,0
2024-08-01,Татарстан Республика,1023,12772500,7964100,76270,56718,22058,1979,24584
2024-08-01,Северная Осетия - Алания Республика,131,1299900,867500,6178,4702,2466,189,1849
2024-08-01,Владимирская область,321,2659700,1803300,16821,11561,4801,145,1850
